tweet_id,clean_text,candidate_intent,golden_intent,expected_action,escalation_reason,author_id,review_status
668539,I find it very frustrating that my perfectly fine 6s keeps freezing and acting up every time I use it now. Not everybody has money to upgrade every single year... don’t give out the new iOS for older phones if it can’t support it fully...,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2558661,the amount of time I’m being asked to repeatedly sign in to my Apple ID/iCloud on my iPhone seems really abnormal. I’ve also had some really bad iCloud bugs lately. Can you help resolve?,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
195920,"Welp, iOS 11.0.2 has officially ruined my battery. Have charged my iPhone 7 three times today. will 11.0.3 resolve?",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
518346,"so when trying to use your first generation iPad mini iOS 9.3.5 why can't you download apps that are from that time, also why does it make your apps crash I ain't buying a new iPad just because you take all the old stuff away",app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1975085,This IOS update is messing up my keyboard.,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
82004,since I’ve updated to the IOS 11 my battery has been draining to quickly I’ve only been using it for 15 mins&amp; it’s drained,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
996661,hi why won't my iphone 5 turn on or charge,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
199307,iPhone 6s is officially one year old today... and my Touch ID just randomly stopped working #helpme #forgotallmypasswords,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
718484,Why after iOS11 do I keep getting No Serice problems and Wifi turns itself on. Mobile data stops working a few times a day.,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1880347,i am facing a lot of issues after 11.0.3 update. Charging my phone 4 to 5 times a day. Fix this,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1171400,Now the screen is black and it beeps 3 times 😭 i’ve only updated my word and yes but it’s the same with/without :(,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2727112,#iOS11 is so bad!! Pretty laggy and made my phone slow! 3 updates and no improvements! Disappointed!,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1130474,not very happy with IOS 11.0.3 too many crashes and issues 10 was alright. Please check. Cheers.,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1831222,is it still possible to arrange the order of your homescreen apps using iTunes after the iOS11 update?,orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2837446,3 iOS updates. Yet my phone issues from the first iOS 11 update still exist. Why does my phone freeze? Why does my lock button no longer work? Why does my phone speaker sporadically work? Why must I reset my phone 2-3 Times a week? All because of the iOS 11 update.,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
295773,Battery life continues to be an issue inspite of follwng the steps provided. First time in 7 years of my usage of iPhone I m facing this,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2078933,my photos app crashed and deleted half of my pics now they won't upload. The bar keeps going up &amp; down. HELP,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
118049,"update ios 11.1.2 messed up battery life to just a few hours, screen unresponsive sometimes, overheating and music just stops randomly 😡😡😡😡 IPhone 7 Plus",screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
285201,"#iclouddrive isn’t uploading nor downloading any documents, its been 7 hours for me, no Mac and no iOS device is updating it",apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1685191,I tried these steps it’s not getting charged but if I try with different charger then it’s getting charged,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
717604,iOS 11.0.2 literally killed the phone function on my iPhone,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1296833,", make waterproof airpods happen so I can jam in the shower without disturbing the whole house.",apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2300185,"hi, I ordered an iPhoneX on release day, and I can't look up the delivery tracking. Do you have some kind of problems with your servers at the moment? Greetings from Germany :)",orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1740845,"hi, is there anyway (with proof of death) of getting an AppleID password reset to be able to unlock an iPod, thanks :)",apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2448336,"I have 11.2 public beta 2, my phone randomly freezes up, stops my music, and will reset. On god I was driving earlier with the GPS, and Siri starting speaking gibberish, I looked down and my phone frozen, almost died man.",apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
870302,11.0.3 - it has slowed down and the screen doesn’t rotate sometimes.. sometimes it hangs,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2062102,"Updated to iOS11..Battery draining,overheating is all what I got.. Thanks #iOS11",battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2523455,WHY TF DOES MY PHONE NOW AUTOMATICALLY TURN ON WIFI AND BLUETOOTH ITS ANNOYING &amp; KILLING MY BATTERY,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2441769,"My App Store app submission has been ""In Review"" for 13 days (App Apple ID 1271464806). How do I inquire what the problem is?",app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2670232,iPhone 7 (iOS 11.0.2) Apple Music app crashes every time I launch it. Restartig the phone doesn’t fix the problem.,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2909330,I have a new iPhone 7 and the battery is lasting less than 4 hours. What can I do?,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1756277,"I cant login to report a problem for an app purchase. When I log in it refreshes to the same log in page, issue for 2 days now",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2686715,why does my battery go down 40% in an hour with this new update !!!,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
320897,iPhone 7 and the one before the new update.,device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1916663,So we ignoring the other problems? And it isn’t my WiFi ITS MY PHONE,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1807514,why is it that I can't disable my LTE on my iPhone 8 Plus on AT&amp;T without the internet connection cutting out altogether?,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
713387,are you gonna pay for my data bill considering my phone disconnects from WiFi all the time because of the new update?,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
462043,My phone has been straight Trash and constantly freezing/apps crashing since this update WTF,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
619470,how the fuck does this happen. The paint has come away but that area the screen is in perfect condition on the surface. Does my 1 year apple warranty cover this type of repair.,screen_display_keyboard,screen_display_keyboard,ESCALATE,hardware_service,,VERIFIED_RULE_ASSISTED
523871,your new update iOS 11.1.2 is messing up my battery. Just wanted to let you know the update is killing it faster,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1571742,the latest update is driving me crazy. Text message returning keyboard changes are not efficient. Help!,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
542467,"Anyone else’s iPhone keep going into a black screen with the loading wheel every 40 sec, starting to get me hot no lie",screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2298578,"my iPhone 6+ rear camera can’t focus, provides blurry images",device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2448372,"is it normal that my iPad air 2 loses battery way faster since ios 11 (for the same usage, maybe even lower) and it somehow lost percentage while saying it was charging (it may have been the charger, but my family uses is often) please help/have an update thanks.",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2041124,why is my iPhone saying it's out of memory when I've got plenty on iCloud and not even using half the storage on device?,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2446439,IM FUCKING TIRED OF YALL BS . I been a loyal customer since 4th grade . YALL NEED TO MAKE BETTER CHARGERS BCZ THE SHIT IS 👎🏾. ALSO MY PHONE BE TRIPPING LIKE A MF’ . SIS YALL GOTTA DO BETTER . YALL GOT ONE MORE TIME TO MAKE MY PHONE CRASH AND IM REPORTIN YALL 😘,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2799477,"#Siri and I have always had issues. I was driving and I told her to call someone. No, she didn’t call the person on the phone. She kept calling out the person’s name over and over and over. She is such a smart aleck.",device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2570944,"trying to set up new iphone7 (old one stopped charging). Needs to text me a code to set up but you know, phone not working yet",device_hardware,device_hardware,AUTO_HANDLE,none,581548.0,VERIFIED_RULE_ASSISTED
101269,"I’m currently staying with family and don’t have access to other Bluetooth devices to connect to, unfortunately.",connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
417293,iPhone 6 (iOS 11.0.2) Apple Music app crashes every time I launch it. Restartig the phone doesn’t fix the problem.,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2145723,so when are y’all going to fix this (I️) problem because I’m getting fed up. The text replacement trick doesn’t even work either.🤬,orders_products_warranty,orders_products_warranty,ESCALATE,hardware_service,,VERIFIED_RULE_ASSISTED
717046,C’est une blague iOS11 mon iPhone est plus lent qu’un 3GS allez vous faire enculé,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2435728,The recent update is a factor of my phone battery dying quicker with no changes in how I use my phone. #UpdateDrainingiPhone,device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
154412,". Once upon a very recent time (pre-iOS 11), one could clear the App Store cache by tapping any tab in the app 10x. That no longer works. When will be restoring this function?🤔 Thanks!😃👍 #Apple #AppStore",app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
250084,when I go to purchase Apple Music I put in my password and says I cannot connect to iTunes Store,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2385179,As if all of our iPhones have just gone and decided to fuck up and die on full charge at the same time?,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1982397,visited UK n India store for repairs.Had a really bad experience in India.Making me pay a hefty amount evn tho it’s under warranty.,orders_products_warranty,orders_products_warranty,ESCALATE,hardware_service,,VERIFIED_RULE_ASSISTED
1966608,. Steve would be 😡My iOS still lags and drains battery. Apple is not on the cutting edge anymore. No taste.,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
848257,Since iOS 11 battery sucks,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2439712,Hey - when is the keyboard glitch in my iOS going to be fixed. #lame,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1571745,DMs don’t help . I don’t know why WiFi can’t auto connect to know networks. This is just pain in the socks .,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1405514,App crashed when preordered iphoneX and phone is waiting but didn't get reservation #. Phone support hung up on me!,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1166714,When are we fixing this iTunes crash? I am unable to sync my music library for a month now :(,apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1575922,your product to transfer from phone to phone sucks donkey balls. Make a damn app like Samsung. Nobody knows there damn icloud pw!,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1104753,". iOS 11.0.3 is terrible, can’t access Music through CC, constant freeze, top of safari by hitting top screen. Have a 6s",performance,performance,AUTO_HANDLE,none,380689.0,VERIFIED_RULE_ASSISTED
2610018,"Oh cool, now it's downloading every episode of every podcast I'm ""subscribed"" to. That won't slow anything down. #iTunesFAIL",performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
173000,"Hi, I’m unable to connect via Bluetooth or CarPlay, once it finds the car the phone keeps searching! I’m currently on 11.1.1 but scheduled to run next update tonight. I’ve updated software in the car. A bit frustrating as my husband’s Samsung S7 connected straight away.",connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
897711,can customers new to iPhone Upgrade Program get pre-approved prior to X preorders? Or is that just being offered to current?,orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2429206,my iPhone 7 won’t turn on for some reason. Put it in recovery mode on iTunes and got error 4005. Help?,app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
98820,"My iPhone X does not have all of my most recent photos stored on iCloud. It does have both ""iCloud Photo Library"" and ""Upload to my Photo Stream"" enabled. Help! I want to see my latest photos...",apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2484177,I have an old itunes -hubby uses-account and a new-I use- family sharing will not meld the 2 different purchase- for years i've asked 4 help- yesterday had terrible phone connection with your techs &amp; horrible tormenting on hold music STILL no answer-please advise :(,apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
766953,I can’t get radio stations to play in iTunes. Any suggestions? Apple Music playlists work.,apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
898657,downloaded IOS 11.1 update.. no problem ..then get this error message but mini-iPad is connected to Internet ..to finish? 😳,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1579109,So can you watch 4k films through iTunes on a 5k Mac? Seems a little daft if you can’t. Thx,app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2581954,yo if my phone freeze again I will switch to a sidekick,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1754168,I just wanna know why my Apple Music is just a black screen when I open it,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
97080,"Me too. It’s bloody awful. From 21% to phone switching off, for no reason. Terrible Bluetooth. My phone worked perfectly until the update. It is a lamentable disgrace",device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2615352,"Wifi bugs still exist on 6S iOS11, cmon fix this",connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2132131,Sound stoped working on #macbookpro touch bar. SMC reset did the trick. #SMSreset #Apple is it normal?,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1409153,"Damn tv can’t fit iPad mirroring to the screen, iPad is glitching like crazy connected to Apple TV, iPhone remote app not working 😡😤😡",app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2804368,Keynote has been crashed when I edit on both iPad air and MacBook Air. Whenever i change slide order. How can I do？ Both OS version is latest one. Also keynote is newly updated one.,orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2481778,"hi, if I should purchase a song from itunes with an active apple music subscription would i be debited",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2618385,It's since you released iOS11 that the keyboard covers the text input field .. i need a miracle considering the amount of useless updates you've released 😕,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2028671,"It doesn't shut it off completely though, when I'm listening to music on the go it randomly turns on and im not even close to touching home",apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
323812,the new #IOS update has destroyed my #battery! Draining in a matter of hours! I fear a desperate sales tactic! #apple #iphone #help,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
148227,after updating IOs 11 my phone is working like a P-1 processor PC. Very Bad experience.,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2476292,iOS 11 that’s the first time it had froze. And I wasn’t doing anything but on the home screen,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2572925,My iPhoneX is not connecting to iCloud. 😬,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1004450,can you explain why after three software updates my phone is slower and freezes. It never did any of this before,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
211214,is there any sort of warranty on the leather iphone cases?,orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
1524172,It doesn’t allow me to change songs on the lock screen when listening to music. My alarms sound never go off so that’s useless.,apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2424385,"for the love of god will you please sort your phones out! I mean I’ve got another year and the pictures won’t work, it keeps freezing and your updates are worse than chocolate teapots!! FML!!",performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
259963,"Yes, because without a daily reboot my iPhone 8 plus would not stable run. I never knew that.",device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
753573,"No problem I write English. Why does my iPhone 6, since last update 11.0.1, launches automatically WiFi and Bluetooth?",connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
299673,I just did. But it says to open itunes to download songs. But when I open itunes it says try iTunes U but there’s no app in sight,app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
386215,"why do I have the iphone x home bar thing, thank u",device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2061371,anyone who wants my attention has to ft me bc my phone hates the update and only tells me if i have snapchats ill kill u,device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
2408494,Yo my phone is brand fucking new but it’s so lagggy wtf,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
522966,Netflix and iTunes movies not playing audio on new Apple TV 4K. Any help?,app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED
