tweet_id,clean_text,candidate_intent,golden_intent,expected_action,escalation_reason,author_id,review_status,predicted_intent,confidence,predicted_action,predicted_escalation_reason
946670,"my AppStore is not working, it doesn’t download apps since I updated iOS.",app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_store_itunes,0.576079268886087,AUTO_HANDLE,high_confidence
1581440,When your phone battery drops 25% in 10 mins because #ios11 is fucking terrible,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.9106356697055145,AUTO_HANDLE,high_confidence
590921,After update IOS 11.2 application crash,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,ios_update,0.9891864293268225,AUTO_HANDLE,high_confidence
2512315,"I'm afraid it happens with pretty much every application I use: Google Chrome, the Microsoft Office Suite, Spotify, Whatsapp, Finder and Calendar. :(",app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.16675237477089447,ESCALATE,low_confidence
1134162,Im having trouble downloading apps it ask me to review my id then its just a white screen,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.5714594207644466,AUTO_HANDLE,high_confidence
1279926,"We have a dead Iphone7 after the recent update, know one knows why or how &amp; of course it’s past it’s warranty!",orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,orders_products_warranty,0.3510327345286351,ESCALATE,low_confidence
328555,why is it my music app won’t work? 6 running 11.0.2. Suddenly started crashing this AM while in use/DLing. Restarted phone. No joy.,apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_music_media,0.8722068558359821,AUTO_HANDLE,high_confidence
242621,"Yep I’ve done that about 3 times. Left it off for 10 minutes turned it back on, reset all my settings. Deleted the network added it again..",connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.6284222479620988,AUTO_HANDLE,high_confidence
2121093,this update pissing me off man phones cost too much to be tripping like this,device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,performance,0.2696135409104317,ESCALATE,low_confidence
1151865,how many iPhone X can I preorder on Friday?,orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,orders_products_warranty,0.6209944769952636,AUTO_HANDLE,high_confidence
2025772,is there an update coming soon to fix the question mark box? It’s so annoying. And my WiFi turning on by itself also.,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.7998443424951426,AUTO_HANDLE,high_confidence
2210633,Thank you. Can you recommend a website to purchase at good value #airpods #apple #iphone8,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,billing_payment_purchase,0.740581821580927,AUTO_HANDLE,high_confidence
902687,I dont tweet often... any danger of you lot sorting these software updates out? I cant speak on the phone music hay wire!! 😡😡😡,apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_music_media,0.5144126541302357,ESCALATE,low_confidence
962687,hello why does apple music keep asking for permission to trust my phone whenever i open the app?,apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_music_media,0.9324841670142411,AUTO_HANDLE,high_confidence
2297349,"I have the High Sierra version ! It doesn’t crash the application it just ends the call. Now if I don’t open iTunes i can’t forward or rewind a song, I have to be on the app then exit .. it’s just all malfunctioning",app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_store_itunes,0.7316586032903349,AUTO_HANDLE,high_confidence
114457,My brand new iPhone X won’t connect to ANY of my devices over bluetooth.,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.6904944910188101,AUTO_HANDLE,high_confidence
2029757,hi i’m trying to to sign in with my apple id but it’s saying that it can’t connect to the server help me out,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_id_icloud,0.9938009939306643,AUTO_HANDLE,high_confidence
1769331,"i rec’d email from Itunes confirming purchase i didn’t make. i think it’s a scam email, where can i forward to find out?",app_store_itunes,app_store_itunes,ESCALATE,legal_or_serious,,VERIFIED_RULE_ASSISTED,app_store_itunes,0.5760959545478778,ESCALATE,legal_or_serious
58832,Did remove #voicemail transcription in iOS 11? It was so useful. I can't seem to get it to appear again. Anyone know how to fix it?,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,ios_update,0.6626672362336954,AUTO_HANDLE,high_confidence
484523,"Since my last #macos update I can't login if the laptop is connected to internet is looking like the ""Windows 95"" way of doing things.",apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.1669905591672241,ESCALATE,low_confidence
2676074,"since software upgrade, have to turn phone off and on again to get speaker to work, speaker-phone to work! Screen super buggy!",screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.4004682584365295,ESCALATE,low_confidence
1858231,pressed the link for 3 months free trail. Already charged me???,billing_payment_purchase,billing_payment_purchase,ESCALATE,refund_or_charge,,VERIFIED_RULE_ASSISTED,billing_payment_purchase,0.8550795980682122,ESCALATE,refund_or_charge
2061365,"Wirelessly it charges to 100% but through wired connection it only goes to 80%, but after restart it will go up but never to 100%",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,billing_payment_purchase,0.21893007019312832,ESCALATE,low_confidence
1223952,"The latest update has my iPhone 6 acting wonky;phone and apps freeze, time doesn’t show on home screen. Help pls!",screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.6560840523672503,AUTO_HANDLE,high_confidence
61386,What if that application is removed❓ Like Turbo DL,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.21293773534787178,ESCALATE,low_confidence
549606,please stop doing updates when it does nothing but lower your battery and cause other problems . My phone keeps resetting and I know it’s because of this update,device_hardware,device_hardware,AUTO_HANDLE,none,247975.0,VERIFIED_RULE_ASSISTED,battery_charging,0.5080886053368013,ESCALATE,low_confidence
1195839,Probably switching providers. Latest update 11.0.3 has MAJORLY slowed down my phone. Many silly commands that have no point.,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,performance,0.6140533006775094,AUTO_HANDLE,high_confidence
2771788,What’s going on I’ve been on my phone a whole 21 minutes and lost 12% battery and 3% in one go!! 😣😣,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.8382020323448146,AUTO_HANDLE,high_confidence
599079,"Nope, it doesn't show up in ""Purchased"" on any of my devices, which is odd because it shows up under Movies in iTunes on my Mac.",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_store_itunes,0.8660091581923357,AUTO_HANDLE,high_confidence
2838711,is my phone trippin’ or does the updated podcast app make it hard af to delete episodes?,apple_music_media,apple_music_media,AUTO_HANDLE,none,790016.0,VERIFIED_RULE_ASSISTED,apple_music_media,0.7646390950900798,AUTO_HANDLE,high_confidence
2298609,apps keep crashing after updating ios,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,ios_update,0.6761541944480822,AUTO_HANDLE,high_confidence
667056,Yes Battery stopped Ola ratio 1 long duration I do not know the reason Shipping and cable Original Apple charger! ☺️👇🏼,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.964280135498368,AUTO_HANDLE,high_confidence
668539,I find it very frustrating that my perfectly fine 6s keeps freezing and acting up every time I use it now. Not everybody has money to upgrade every single year... don’t give out the new iOS for older phones if it can’t support it fully...,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,performance,0.6310238503955649,AUTO_HANDLE,high_confidence
2558661,the amount of time I’m being asked to repeatedly sign in to my Apple ID/iCloud on my iPhone seems really abnormal. I’ve also had some really bad iCloud bugs lately. Can you help resolve?,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_id_icloud,0.9988075478442034,AUTO_HANDLE,high_confidence
195920,"Welp, iOS 11.0.2 has officially ruined my battery. Have charged my iPhone 7 three times today. will 11.0.3 resolve?",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.46218951376483736,ESCALATE,low_confidence
518346,"so when trying to use your first generation iPad mini iOS 9.3.5 why can't you download apps that are from that time, also why does it make your apps crash I ain't buying a new iPad just because you take all the old stuff away",app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_issues,0.2821534905865148,ESCALATE,low_confidence
1975085,This IOS update is messing up my keyboard.,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.5968455428738826,AUTO_HANDLE,high_confidence
82004,since I’ve updated to the IOS 11 my battery has been draining to quickly I’ve only been using it for 15 mins&amp; it’s drained,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.7965086818040611,AUTO_HANDLE,high_confidence
996661,hi why won't my iphone 5 turn on or charge,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.6491911898087401,AUTO_HANDLE,high_confidence
199307,iPhone 6s is officially one year old today... and my Touch ID just randomly stopped working #helpme #forgotallmypasswords,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.6171035626868484,AUTO_HANDLE,high_confidence
718484,Why after iOS11 do I keep getting No Serice problems and Wifi turns itself on. Mobile data stops working a few times a day.,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.9759249934021996,AUTO_HANDLE,high_confidence
1880347,i am facing a lot of issues after 11.0.3 update. Charging my phone 4 to 5 times a day. Fix this,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.5946404176886034,AUTO_HANDLE,high_confidence
1171400,Now the screen is black and it beeps 3 times 😭 i’ve only updated my word and yes but it’s the same with/without :(,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.8225342920116453,AUTO_HANDLE,high_confidence
2727112,#iOS11 is so bad!! Pretty laggy and made my phone slow! 3 updates and no improvements! Disappointed!,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,performance,0.9829440478596617,AUTO_HANDLE,high_confidence
1130474,not very happy with IOS 11.0.3 too many crashes and issues 10 was alright. Please check. Cheers.,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,ios_update,0.7329260010209683,AUTO_HANDLE,high_confidence
1831222,is it still possible to arrange the order of your homescreen apps using iTunes after the iOS11 update?,orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_store_itunes,0.5268026810714765,ESCALATE,low_confidence
2837446,3 iOS updates. Yet my phone issues from the first iOS 11 update still exist. Why does my phone freeze? Why does my lock button no longer work? Why does my phone speaker sporadically work? Why must I reset my phone 2-3 Times a week? All because of the iOS 11 update.,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,ios_update,0.7184418563526066,AUTO_HANDLE,high_confidence
295773,Battery life continues to be an issue inspite of follwng the steps provided. First time in 7 years of my usage of iPhone I m facing this,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.8341855671547028,AUTO_HANDLE,high_confidence
2078933,my photos app crashed and deleted half of my pics now they won't upload. The bar keeps going up &amp; down. HELP,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_issues,0.24649310854532594,ESCALATE,low_confidence
118049,"update ios 11.1.2 messed up battery life to just a few hours, screen unresponsive sometimes, overheating and music just stops randomly 😡😡😡😡 IPhone 7 Plus",screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.812067526300552,AUTO_HANDLE,high_confidence
285201,"#iclouddrive isn’t uploading nor downloading any documents, its been 7 hours for me, no Mac and no iOS device is updating it",apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.2023120594816739,ESCALATE,low_confidence
1685191,I tried these steps it’s not getting charged but if I try with different charger then it’s getting charged,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,billing_payment_purchase,0.878002543887913,AUTO_HANDLE,high_confidence
717604,iOS 11.0.2 literally killed the phone function on my iPhone,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,ios_update,0.90336396372935,AUTO_HANDLE,high_confidence
1296833,", make waterproof airpods happen so I can jam in the shower without disturbing the whole house.",apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_music_media,0.4135482058554615,ESCALATE,low_confidence
2300185,"hi, I ordered an iPhoneX on release day, and I can't look up the delivery tracking. Do you have some kind of problems with your servers at the moment? Greetings from Germany :)",orders_products_warranty,orders_products_warranty,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,orders_products_warranty,0.8087726307078527,AUTO_HANDLE,high_confidence
1740845,"hi, is there anyway (with proof of death) of getting an AppleID password reset to be able to unlock an iPod, thanks :)",apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_id_icloud,0.6348704268101866,AUTO_HANDLE,high_confidence
2448336,"I have 11.2 public beta 2, my phone randomly freezes up, stops my music, and will reset. On god I was driving earlier with the GPS, and Siri starting speaking gibberish, I looked down and my phone frozen, almost died man.",apple_music_media,apple_music_media,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,performance,0.4526257366197633,ESCALATE,low_confidence
870302,11.0.3 - it has slowed down and the screen doesn’t rotate sometimes.. sometimes it hangs,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.8473766810683179,AUTO_HANDLE,high_confidence
2062102,"Updated to iOS11..Battery draining,overheating is all what I got.. Thanks #iOS11",battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.9893908442889986,AUTO_HANDLE,high_confidence
2523455,WHY TF DOES MY PHONE NOW AUTOMATICALLY TURN ON WIFI AND BLUETOOTH ITS ANNOYING &amp; KILLING MY BATTERY,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.9533287109284893,AUTO_HANDLE,high_confidence
2441769,"My App Store app submission has been ""In Review"" for 13 days (App Apple ID 1271464806). How do I inquire what the problem is?",app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_store_itunes,0.504182995555885,ESCALATE,low_confidence
2670232,iPhone 7 (iOS 11.0.2) Apple Music app crashes every time I launch it. Restartig the phone doesn’t fix the problem.,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_music_media,0.7133044685241205,AUTO_HANDLE,high_confidence
2909330,I have a new iPhone 7 and the battery is lasting less than 4 hours. What can I do?,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.9394284080224963,AUTO_HANDLE,high_confidence
1756277,"I cant login to report a problem for an app purchase. When I log in it refreshes to the same log in page, issue for 2 days now",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,billing_payment_purchase,0.7159882935672964,AUTO_HANDLE,high_confidence
2686715,why does my battery go down 40% in an hour with this new update !!!,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.9668672743222118,AUTO_HANDLE,high_confidence
320897,iPhone 7 and the one before the new update.,device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.7100995394193665,AUTO_HANDLE,high_confidence
1916663,So we ignoring the other problems? And it isn’t my WiFi ITS MY PHONE,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.8373611335040986,AUTO_HANDLE,high_confidence
1807514,why is it that I can't disable my LTE on my iPhone 8 Plus on AT&amp;T without the internet connection cutting out altogether?,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.5032634480035592,ESCALATE,low_confidence
713387,are you gonna pay for my data bill considering my phone disconnects from WiFi all the time because of the new update?,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.7818685124667387,AUTO_HANDLE,high_confidence
462043,My phone has been straight Trash and constantly freezing/apps crashing since this update WTF,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_issues,0.867120216736169,AUTO_HANDLE,high_confidence
619470,how the fuck does this happen. The paint has come away but that area the screen is in perfect condition on the surface. Does my 1 year apple warranty cover this type of repair.,screen_display_keyboard,screen_display_keyboard,ESCALATE,hardware_service,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.5117184248167724,ESCALATE,hardware_service
523871,your new update iOS 11.1.2 is messing up my battery. Just wanted to let you know the update is killing it faster,ios_update,ios_update,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.6632759839000394,AUTO_HANDLE,high_confidence
1571742,the latest update is driving me crazy. Text message returning keyboard changes are not efficient. Help!,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.6922424657405978,AUTO_HANDLE,high_confidence
542467,"Anyone else’s iPhone keep going into a black screen with the loading wheel every 40 sec, starting to get me hot no lie",screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.7735131021425073,AUTO_HANDLE,high_confidence
2298578,"my iPhone 6+ rear camera can’t focus, provides blurry images",device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.8208424975059162,AUTO_HANDLE,high_confidence
2448372,"is it normal that my iPad air 2 loses battery way faster since ios 11 (for the same usage, maybe even lower) and it somehow lost percentage while saying it was charging (it may have been the charger, but my family uses is often) please help/have an update thanks.",billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.9658386360192952,AUTO_HANDLE,high_confidence
2041124,why is my iPhone saying it's out of memory when I've got plenty on iCloud and not even using half the storage on device?,apple_id_icloud,apple_id_icloud,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_id_icloud,0.635941229319613,AUTO_HANDLE,high_confidence
2446439,IM FUCKING TIRED OF YALL BS . I been a loyal customer since 4th grade . YALL NEED TO MAKE BETTER CHARGERS BCZ THE SHIT IS 👎🏾. ALSO MY PHONE BE TRIPPING LIKE A MF’ . SIS YALL GOTTA DO BETTER . YALL GOT ONE MORE TIME TO MAKE MY PHONE CRASH AND IM REPORTIN YALL 😘,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,performance,0.2683283220676431,ESCALATE,low_confidence
2799477,"#Siri and I have always had issues. I was driving and I told her to call someone. No, she didn’t call the person on the phone. She kept calling out the person’s name over and over and over. She is such a smart aleck.",device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.1944098001867825,ESCALATE,low_confidence
2570944,"trying to set up new iphone7 (old one stopped charging). Needs to text me a code to set up but you know, phone not working yet",device_hardware,device_hardware,AUTO_HANDLE,none,581548.0,VERIFIED_RULE_ASSISTED,device_hardware,0.23767140149623042,ESCALATE,low_confidence
101269,"I’m currently staying with family and don’t have access to other Bluetooth devices to connect to, unfortunately.",connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.8293785216012038,AUTO_HANDLE,high_confidence
417293,iPhone 6 (iOS 11.0.2) Apple Music app crashes every time I launch it. Restartig the phone doesn’t fix the problem.,app_issues,app_issues,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,apple_music_media,0.7133044685241205,AUTO_HANDLE,high_confidence
2145723,so when are y’all going to fix this (I️) problem because I’m getting fed up. The text replacement trick doesn’t even work either.🤬,orders_products_warranty,orders_products_warranty,ESCALATE,hardware_service,,VERIFIED_RULE_ASSISTED,orders_products_warranty,0.7966067004614853,ESCALATE,hardware_service
717046,C’est une blague iOS11 mon iPhone est plus lent qu’un 3GS allez vous faire enculé,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.550731456951034,AUTO_HANDLE,high_confidence
2435728,The recent update is a factor of my phone battery dying quicker with no changes in how I use my phone. #UpdateDrainingiPhone,device_hardware,device_hardware,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.8381884735127109,AUTO_HANDLE,high_confidence
154412,". Once upon a very recent time (pre-iOS 11), one could clear the App Store cache by tapping any tab in the app 10x. That no longer works. When will be restoring this function?🤔 Thanks!😃👍 #Apple #AppStore",app_store_itunes,app_store_itunes,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_store_itunes,0.5775201082242726,AUTO_HANDLE,high_confidence
250084,when I go to purchase Apple Music I put in my password and says I cannot connect to iTunes Store,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,app_store_itunes,0.5766930933762215,AUTO_HANDLE,high_confidence
2385179,As if all of our iPhones have just gone and decided to fuck up and die on full charge at the same time?,billing_payment_purchase,billing_payment_purchase,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,device_hardware,0.3741003122244797,ESCALATE,low_confidence
1982397,visited UK n India store for repairs.Had a really bad experience in India.Making me pay a hefty amount evn tho it’s under warranty.,orders_products_warranty,orders_products_warranty,ESCALATE,hardware_service,,VERIFIED_RULE_ASSISTED,orders_products_warranty,0.8734200448110757,ESCALATE,hardware_service
1966608,. Steve would be 😡My iOS still lags and drains battery. Apple is not on the cutting edge anymore. No taste.,performance,performance,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.6914423514633731,AUTO_HANDLE,high_confidence
848257,Since iOS 11 battery sucks,battery_charging,battery_charging,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,battery_charging,0.8671409752361527,AUTO_HANDLE,high_confidence
2439712,Hey - when is the keyboard glitch in my iOS going to be fixed. #lame,screen_display_keyboard,screen_display_keyboard,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,screen_display_keyboard,0.9431211140631225,AUTO_HANDLE,high_confidence
1571745,DMs don’t help . I don’t know why WiFi can’t auto connect to know networks. This is just pain in the socks .,connectivity,connectivity,AUTO_HANDLE,none,,VERIFIED_RULE_ASSISTED,connectivity,0.8918951035017377,AUTO_HANDLE,high_confidence
