tweet_id,clean_text,intent
2500871,"iphone 7+, 11.1.1 and apple music.",apple_music_media
2803404,"iOS 11.1.2 and Pandora is version 1711.1. The iPhone is connected to media center via Bluetooth. However, the pandora app on the car can’t load songs/album.",ios_update
188642,since iOS 11 my speaker phone for calls seems to be very low volume for some reason. Any fix for that?,ios_update
2043313,Wrote this series of tweets after I closed Siri: battery still showing 36%...,battery_charging
1830334,How do you clear newer notifications off of the home screen in the new #iOS?,screen_display_keyboard
2555322,I’m using the 6S which I bought last year. I’m using the most current IOS which had slowed my phone down.,performance
2154582,fix this stupid keyboard glitch now before Nick Davidson switches to the Pixel 2,screen_display_keyboard
1714115,get it together w your warranty or your phones bc neither are any good RN 3 weeks w no resolution w a phone that has warranty is #bs,orders_products_warranty
1202850,"I switch the screen off using the side button, screen goes black and then it comes back on when in my pocket and pauses the music",apple_music_media
2466445,Anyone else’s iPhone Alarm app crash everytime they try set an alarm!? 😫 #howdoiwakeupforwork,app_issues
1996266,#Apple phone heating up and it was hanging Not even a year old #iPhone7 and the swarm of notifs aftr restarting is lagging it,performance
1697374,Tried this multiple times and iOS keeps deleting that text replacement entry. I can add any other text replacement with no problem,orders_products_warranty
1589914,My capital I’s turn into boxes and my phone will freeze on my messages and I can’t text anyone,performance
52995,"Updated my phone and now it’s 10,000X’s slower. 😡😡😡",performance
46591,So iOS 11.1 has got some bugs 😬,ios_update
1579743,Really hope future updates of the #iPhoneX bring back the battery percentage indicator. It’s gone. Only in Command Center now. Sucks,battery_charging
177832,It was purchased in store at a Best Buy,billing_payment_purchase
211168,"I’m running 11.0.2, it seems to happen over both Wi-Fi and cellular",connectivity
701663,"Ordered iPhoneX on pre-order day, your courier company (For UK) is not delivering &amp; blaming falsely. Can I DM full case?",orders_products_warranty
2369441,I am not with her and don't have an IPad to see how to do this. I will take a look ast the page and forward them to her. Thanks.,device_hardware
417556,why won’t my iPhone 8+ check for update?,device_hardware
717219,"Only reason I use apple is because of good battery life and no lag, which not there in android. But iOS11 ???",battery_charging
753246,"iOS 11.0.2 also sucks. Still problem w/ data, touch screen and battery life. This is by far the worst iOS",screen_display_keyboard
2361646,Then I locked it unlocked it again and nothing just stayed on the home screen,screen_display_keyboard
1273569,"I’m having a problem with Apple Music. I’m using Family Sharing, money was taken out Oct 24, but it’s saying to chokse a plan",apple_music_media
1237666,"fucking fix alert tones,and fix podcasts",apple_music_media
1352933,"It seems better after I upgraded it to iOS 11.1, thanks.",ios_update
2025069,My charger just caught on fire... explain yourself,battery_charging
1586347,having issues getting photos from iCloud on my new iPhone X,apple_id_icloud
2728285,"It’s an iPhone 6. Running 11.1.2. I’ve done all those tips some time ago and my battery life is still horrendous! This has only been an issue since I upgraded to iOS 11, I had no battery issues on iOS 10, literally the day I upgraded I started to suffer.",battery_charging
1894046,My Apple TV 4K remote has a lag in response time. I've re-paired and it's fully charged. Can you help?,billing_payment_purchase
1080716,Mine has been messing up too. Anytime I try to send a picture it freezes 🙄,performance
1711248,"Hi, My Ipad Pro Keyboard keeps freezing. How should I proceed?",screen_display_keyboard
2639683,Need to chat about icloud but no chat costumer service😡! Incredible!,apple_id_icloud
2300685,Hey I am using iPhone 7. After updating it to iOS 11.1.1 I am facing battery drain issue. And also issue in receiving notifications on .,ios_update
252896,hey how can my phone not freeze every 5 mins with iOS11? Ideas??,performance
1201128,how you gonna fix one bug with the update but now the phone randomly freezes all the time :|,performance
1938564,when are you ever going to fix ios 11?? I have a list of things that’s been going on with my phone ever since.,ios_update
718769,I have the newest iPhone and ever since this new iOS update my phone lags and my apps randomly crash...Fix your shit,performance
2484236,"I have ordered an iPhone x but I want to change the shipping address 'cuse I have some problems with my previous address, so how can I change it? for your notice the payment has done.",orders_products_warranty
2130362,not able to erase the iPhone. Help me out,device_hardware
1795839,Dear please fix all the things that are not working correctly in the #iphone8plus #Bluetoothissues #Cameraissues Loyal iPhone user,connectivity
1484381,S/O to for making my new iPhone 8 Plus less &amp; less useable with each iOS 11 update. 🥦💨 (iOS11= broccoli farts) #ios11,ios_update
1891539,"(1) Help! I updated to iOS 11 on my 7 Plus. Since then phone is missing emails, dropping calls, even crashed-",ios_update
1352249,Thanks! I actually got the email about an hour ago and the phone is now on order 😀,orders_products_warranty
2857321,En iOS 11.1 ya resolvieron el problema de la batería que ocasiono su anterior versión? Cada vez está peor,ios_update
1633566,I stopped it. But what about the emergency thing? I wasn’t touching my phone at all and it went off some how,screen_display_keyboard
990423,Restoring my iPad 2 was a nightmare and an impossibility. It's impossible to express my frustration in ANY character limit.,device_hardware
907068,Memo to : how do I get my iCloud notes back on my phone?!!?,apple_id_icloud
1818150,"What kind of sorcery is this ?Hanging, freezing, batt draining faster than light- from 100 to 11 in 1H53mins? Wow 👏🏻👎🏼",performance
1548798,"No, it was not purchased. It was my music",apple_music_media
1829470,": ""Download this update, your phone will work better."" **downloads update, phone is slower / glitchier than ever**",performance
1872232,my iPad Air 2 will not connect to Wifi after I did the update today. It keeps saying wrong password when I try to connect,connectivity
739667,btw High Sierra on a Mac mini server mid 2011 with a Bravia via HDMI loses screen on sleep and unplugging HDMI solves it. #bug,screen_display_keyboard
2696056,"hi, can you help me check the battery health of an iphone 7?",battery_charging
92741,- security patch installed automatically on Mac this morning and now NO user password works. Mac is locked. Need help ASAP,apple_id_icloud
1046624,me too. lost all my imessages too. my icloud backups all deleted too,apple_id_icloud
855642,Since I updated my phone to latest iOS screen refuses to unlock regularly &amp; touchscreen is temperamental. Was fine before 😬,screen_display_keyboard
2618294,iOS 11.1.2 and yes but the flash has only recently stopped working properly.,ios_update
2138299,I tried to download new apple update and now my iPhone won't connect to the cellular network thanks...,connectivity
2519502,"iPhone SE, iOS 11.1.1",ios_update
1598603,"MY PHONE KEEPS FREEZING AND DOESNT MAKE CALLS PROPERLY!!! Hey , FIX IT!!! 😤😤😤",performance
2811397,my phone i jackshit slow after the upgrade,performance
257767,Weather widget is showing blank and not displaying location and temperature after upgrading to IOS11.1 on iPhone SE..,screen_display_keyboard
1335217,. Finally got in to the App Store app at 12:14 AM and wasn’t able to verify my carrier or something stupid like that. What email???,app_store_itunes
2322576,please help me to resolve messaging issues surfaced after ios 11 update.,ios_update
649765,i just got an 8+ and i want to use my backup from my 6s but iTunes won't let me. help?,app_store_itunes
2897699,"What a disappointment, 3 hours after unboxing Face ID stops working #iPhoneX",device_hardware
1455337,Get rid of iOS 11 and start over! I did all your suggestions and this phone still keeps locking and rebooting. #LikeAnAndroid,ios_update
344397,Updated it &amp; it’s still freezing!!,performance
208952,Why does my phone auto connects to random WiFis every time I go somewhere?? Ever since iOS 11 it’s been doing that.,connectivity
1397349,hiya on your website it says pickup not available when I try and order the iPhone X? Will it be available again at all?,orders_products_warranty
292370,iOS 11.0.2 is draining my battery like crazy. 😔😫😭 we need a new release ASAP. #iPhone #iOS11,battery_charging
1087083,IOS11.02 has so much lag on the iPhone 6+ that I’m back to my android phone #frustrated - thanks,performance
2299188,what’s going on with these latest software updates?Batteries on my personal &amp; wrk phones drop 10% after 1 phone call &amp; a text?,ios_update
769016,your update is killing my battery. Stop the fraud! This is my last iPhone. You lost a loyal customer,battery_charging
2944550,"Tell me why, i get airpods and they come out the box broken? smh. Cant connect to anything. i hate apple products and now my hate is justified. thanks for nothin.",apple_music_media
1365611,How can I scan my iPhone 7 for viruses if any ?,device_hardware
1038164,Is anyone else having issues with the new apple update? #batterydying #havetostaypluggedup,battery_charging
1996690,the battery at ios 11.1 is bad as the other ones. Could you make smth cojoneh,ios_update
1016773,Well the new Apple update has just destroyed my battery life 🤗 thanks 👍,battery_charging
2402162,"It’s when I take a screenshot, the image doesn’t pop up in the lower left hand of the screen anymore. It stopped working last night. Markup still works if I open the img in Photos",screen_display_keyboard
1241155,when I pre-order the iPhone X on the app can I have it shipped to an Apple Store to pick up Nov 3rd? Thanks!,orders_products_warranty
1043524,I can not stand this iOS 11 with so many errors my iPhone has never been so bad 😤😡,ios_update
1261360,Is there another way to unlock an iCloud account? Email isn't working and forgot answers to questions.,apple_id_icloud
849524,it’s iOS 11. I gotta 6 &amp; mine does that too. needs to fix this update,ios_update
598074,My dad gave me his iwatch when he got a new one and now it says that it the charger isn’t compatable. Seriously... the watch worked a week ago and now it won’t even charge... perfectly good iwatch now unusable😠😕,battery_charging
1349522,Im gonna need my phone to stop connecting to WiFi that isn’t there,connectivity
338925,please do something about this update. My phone is slowly dying.,performance
52998,tf is going on with my keyboard... fix it,screen_display_keyboard
594621,I updated to iOS 11.2 but I don’t see the Apple Pay card in my wallet app. I have two factor authentication enabled on my account.,ios_update
1968835,"hi, my new iPhone 7 has dust inside the display. Can that be replaced to new phone from apple store?",screen_display_keyboard
1591105,Apple should have feature which can lock any app and can be open via touch id,screen_display_keyboard
908490,"Sempre tive apple e nunca tive problema, mas tenho um iphone 7Plus faz 5 meses e o microfone já ta com problema! 😢😭",device_hardware
1154831,"Interesting conundrum. How do you get a refund for a film that doesn't load, despite other streaming services working?",billing_payment_purchase
905384,Ever since the last IOS update some my apps slam shut when I try to use them. Very frustrating. #fixthebugs,ios_update
1540562,"Yes can play it on my MacBook, tried to sync song via iTunes from MacBook onto my phone but this did not work either.",app_store_itunes
2066226,"looks like there is some hoax email going out about ""billing information"" and ""penalties"" out there.",billing_payment_purchase
2422457,I would really appreciate if Apple accepted that their new update(a) are/is crap; I’ve never been so disappointed. My phone is overheating and it’s beyond a joke the battery life.,battery_charging
1913042,"...not really! Bar charged ok (however no black screen + white bar like usual) but then screen black and colored raws appear slowly until login window appeared, now is like this (I think it should be centred) now I’m going to enter and reboot.",billing_payment_purchase
1800931,Why is my phone even worse after the last iOS update I have to charge twice a day now,ios_update
1032185,why does my app not update when a new version is at the App Store? On a delay? #autocheckin #flydelta,app_store_itunes
629767,"I sync my Podcasts to my phone through iTunes. Then my iPhone lists both the version I downloaded from iTunes and an extra one from the Podcast app. If I delete the one from the app and leave the one I synced from iTunes, it disappears from iTunes at next sync.",app_store_itunes
829157,"Having VoiceOver issues. Apps are sometimes slow, or crash. Really frustrated that I can't roll back to 10.3.3 Much more stable.",performance
2503733,Like seriously WHERE THE FUCK IS MY MUSIC!!! WHERES THE ALBUM #reputation,apple_music_media
1908489,explain to me why my phones constantly freezing after your update and I can’t hear during phone calls????,performance
2043346,"Thanks , the iOS11 update has slowed my iPhone6 to a crawl and it burns up battery power like nothing. My next phone won't be iPhone.",battery_charging
2425858,"I can’t even listen to none of my podcasts cuz the app keeps shutting down, what is going on with this new update?",apple_music_media
2652610,and the YouTube app keeps freezing my phone. Sound works but screen is froze.,screen_display_keyboard
2966661,Please help because there’s two payments coming out of my account and there shouldn’t be and you accidentally did this to me before last year...and had to credit me. I I’m only paying for (ONE) storage...,billing_payment_purchase
1073376,"I having trouble with my iPhone it keeps freezing up, why is this happening?",performance
2413003,Thanks for repairing my iPhone 7 Plus and then proceeding to send me someone else iPhone 6s....I love a downgrade... #applenews #appleinternal #messedup #fails,device_hardware
1988811,How do I check the battery health of my iPhone?,battery_charging
2614198,Just wanted to see if this shit still broken,device_hardware
9187,hey apple ! What is going on with the iPhones ?? Every time I️ type the letter “I️” I️ get a symbol. Which you see right now!,device_hardware
2193339,"The latest iOS update has absolutely DESTROYED my phone.. battery constantly goes up and down, freezes all the time,shuts off when it’s at like 40%.. wtf",battery_charging
570909,"ever since I updated my iPhone, it’s been frequently slow &amp; am having trouble opening 2-3 apps at a time. Get your stuff together! 👎🏽👎🏽",performance
2269945,Ever since my iOS updated my phone thinks I’m my brother...? He doesn’t even own an iPhone,ios_update
810386,I’m having issues with everything. My phone just keeps freezing. It’s terrible.,performance
817665,"iOS 11.0.3, no whatsapp updates available",ios_update
1246898,Hello . I am seeing a yellow stain/line on the lower left screen of my iPhone 7 Plus. 😢,screen_display_keyboard
999200,"add me to the list of unhappy 11.0.3 upgrades. Battery drains 2x fast, recharges 2x slow",battery_charging
1019377,Yes. These albums have been added via the “Add to Library” feature on Apple Music. The page being shown is “recently added”,apple_music_media
869460,"iOS 11 is hot garbage. Ever since my phone updated, my cell data doesn’t work about 90% of the time. Might as well be an iPod",ios_update
1336338,Just preordered the iPhone X and was told an email will be sent. When should I expect to receive the reservation email?,orders_products_warranty
2924633,"A song's iCloud status is matched. When played a different song is played. On Apple music, same album plays right song. I've re-ripped so many times and nothing. Pls help!",apple_music_media
1909340,ISO 11 sucks! My battery goes dead super fast and though I tunes is set to use data I cannot connect to it with out WiFi. #ihateiso11,battery_charging
1353916,It’s 9:30 and my phone is already at 55% battery. Fix ios11 ASAP,battery_charging
909072,Hi! I got a message on my phone that I needed to do something w/ my iCloud. Now I can't access my iMessages on my MacBook.,apple_id_icloud
1445586,what is up with no keyboard when texting? Didn’t happen with ios10.,screen_display_keyboard
1823986,Add me to the list of people with major battery drain issues with iOS 11.0.3 on an iPhone 6s. Sporadic crashes and hangs too.,battery_charging
2298561,Check out the new iPhone update it’s tight!,device_hardware
1452996,iOS 11.1 didn’t fix Bluetooth audio controls. Volume is still broken :(,ios_update
2202114,Showed up late to my PERFORMANCE REVIEW at work today because my alarms never went off thanks . 🙂,performance
1803214,"My phone was at 100%, then went to 1%, then I charged it and it instantly went to 58%. explain?? Lmao",billing_payment_purchase
170376,I can’t download app updates from App Store without restarting my phone (6S / 11.1.2). Is this being fixed soon or is that just standard now?,app_store_itunes
143574,iOS 11.1.2 what is going on with my flashlight function. It doesn’t work anymore after update. Neither does my flash on camera pics...,ios_update
1713007,Apple also needs to fix how my music stops playing when I get a notification. I’m so annoyed. Y’all fucked up.,apple_music_media
1795078,it happens wen wifi is off in control centre and displays pop up with the networks it found on its own.,connectivity
709062,Waiti for the iPhone update that’s going to fix the battery drain issue ? I’ve dropped 10% in 20 minutes of reading email.,battery_charging
1244989,"Nope, freezes on anything including the lock screen and home screen",screen_display_keyboard
1772884,"is there anyway after face ID recognizes you, that you don't have to scroll up to get to main stream. I just want main screen to pull up after phone recognizes me.",screen_display_keyboard
2946985,y’all keyboard updates broke. Why is I.T the auto correct for it???,screen_display_keyboard
1831597,Anyone else’s iphone dying faster since this latest IOS update?,ios_update
2417462,Man what’s up with y’all service today. I’ve been disconnected 4 times today just get another AirPods charging case. And still don’t have an order placed. I’m just gonna go in store.,battery_charging
2892087,you think it’s just a coincidence that 3 days before the new iPhone came out my phone started holding a charge for 30 minutes tops,device_hardware
483175,"Seems I woke up to a new update. Restarted and palpable slowdown in my Safari and Chrome. Start a video and the fan goes like crazy, Safari freezes., Chrome just keeps loading",performance
394085,my rear camera isn’t working - giving me a black screen constantly and won’t take pictures. Have any idea why?,screen_display_keyboard
206918,Wifi shortcut does not disable wifi #iOS11 #bug,connectivity
1432445,"When I preordered my iPhone X for pick up on 11/3. But it still ""Order in precess"" position！What can I do? I am so desperate!",orders_products_warranty
2911741,This isn’t cool. I can’t bring up my passcode sign in and can’t swipe any direction. Third time today. I don’t like restarting my phone just to be able to unlock it.,apple_id_icloud
981222,iOS 11.0.3 is the worst! Whole system is slow and glitchy. Don’t even get me started on where my music has gone! #ios11update #apple,apple_music_media
2577056,"tried everything restarting, resetting network setting. Facetime still not activating ?",connectivity
1342986,Do I need iBooks for Mac to hide book purchases? Or is it possible to do it on an iOS device as well?,billing_payment_purchase
2056412,", you might as well shut down my iPhone instead of making it super slow if you want me to buy a new one. 🙄",performance
1064907,This is the lock screen on my iPhone. Where’s the clock n date gone? IOS 11.0.3,screen_display_keyboard
1615414,What is benefit of new IPad vs old IPad?,device_hardware
1585372,"hello, the new update has my phone really slow and that ""i"" glitch is very frustrating, please fix this.",performance
1133231,my phone keeps fucking freezing if i open any app after the update can u please fix this,performance
2220832,need help activation iphone 6s can't get past setup screen,screen_display_keyboard
1802463,"how to see all new releases on Apple Music? Album releases today, visible in albums, but dont see in new releases",apple_music_media
2446358,"Doesn’t show the signal bars. No, I haven’t had the chance to test with others networks. iPhone and MacBook works fine with my network.",connectivity
2305976,iPhone 6 iOS 11.1 (15B93),ios_update
1770351,I would practically kill for to let us name #Bluetooth devices in #iOS! Half the time I mix them up!,connectivity
1387585,does the iPhone 8 have portrait mode? Or just the iPhone 8plus?,device_hardware
1761162,"IOS 11. I’ll have my podcast app open &amp; playing and it stops and completely closes. It opens up quick, but it definitely closes completely.",apple_music_media
1248387,any way to turn off auto update on my iPhone 6?,device_hardware
1394494,I bought music 2 days ago from the iTunes Store on my Mac (as I always do). I loaded the new music onto my iPhone SE (1),app_store_itunes
1817629,"iOS 11 on apple iPhone is total crap, battery life worst ever",battery_charging
1882137,Using iPhone 5S and disappointed with ios upgrade to 11.x. It has made my phone awesome slow. Any ways to roll back,performance
1267720,Will i get International Warranty on iPhone purchased this year???,billing_payment_purchase
505207,but this isnt just one app though? i tried force restart and even updating the ios because i thought its os problem but even after i updated it wouldnt stop crashing and showing loading wheel and redirecting to password screen,apple_id_icloud
1831012,"my iPad is showing the Apple logo then turning to a black screen over and over, please help! 🙂",screen_display_keyboard
1761116,"por favor corrijan el error del Dock podía deshabilitar el wifi directamente de ahí,ahora solo se desconecta",connectivity
1568835,Same here on 6s ios 11.1,ios_update
2056557,and that it says 'ITunes cannot connect to this iphone. An unknown error has occurred',app_store_itunes
1774241,I’m trying to update my IOS but it keeps saying I’m not connected to the internet but I am!? The WiFi is clearly working help?,connectivity
